id,person_id,movie_id,rate
32316,1641,197,"(1641, 0.06, array([1], dtype=int64))"
32317,1641,196,"(1641, 0.06, array([1], dtype=int64))"
32318,1641,9,"(1641, 0.06, array([1], dtype=int64))"
32319,1641,79,"(1641, 0.06, array([4], dtype=int64))"
32320,1641,155,"(1641, 0.06, array([1], dtype=int64))"
32321,1641,86,"(1641, 0.06, array([1], dtype=int64))"
32322,1641,21,"(1641, 0.06, array([5], dtype=int64))"
32323,1641,159,"(1641, 0.06, array([2], dtype=int64))"
32324,1641,95,"(1641, 0.06, array([5], dtype=int64))"
32325,1641,26,"(1641, 0.06, array([1], dtype=int64))"
32326,1641,94,"(1641, 0.06, array([2], dtype=int64))"
32327,1641,28,"(1641, 0.06, array([2], dtype=int64))"
32328,1641,33,"(1641, 0.06, array([3], dtype=int64))"
32329,1641,163,"(1641, 0.06, array([5], dtype=int64))"
32330,1641,43,"(1641, 0.06, array([2], dtype=int64))"
32331,1641,41,"(1641, 0.06, array([2], dtype=int64))"
32332,1641,46,"(1641, 0.06, array([2], dtype=int64))"
32333,1641,45,"(1641, 0.06, array([2], dtype=int64))"
32334,1641,185,"(1641, 0.06, array([5], dtype=int64))"
32335,1641,113,"(1641, 0.06, array([5], dtype=int64))"
32336,1641,189,"(1641, 0.06, array([1], dtype=int64))"
32337,1641,124,"(1641, 0.06, array([5], dtype=int64))"
32338,1641,63,"(1641, 0.06, array([1], dtype=int64))"
32339,1641,62,"(1641, 0.06, array([1], dtype=int64))"
32340,1641,120,"(1641, 0.06, array([5], dtype=int64))"
32341,546,137,"(546, 0.28, array([5], dtype=int64))"
32342,546,67,"(546, 0.28, array([5], dtype=int64))"
32343,546,142,"(546, 0.28, array([3], dtype=int64))"
32344,546,130,"(546, 0.28, array([2], dtype=int64))"
32345,546,192,"(546, 0.28, array([5], dtype=int64))"
32346,546,74,"(546, 0.28, array([3], dtype=int64))"
32347,546,15,"(546, 0.28, array([5], dtype=int64))"
32348,546,17,"(546, 0.28, array([1], dtype=int64))"
32349,546,81,"(546, 0.28, array([5], dtype=int64))"
32350,546,157,"(546, 0.28, array([5], dtype=int64))"
32351,546,83,"(546, 0.28, array([1], dtype=int64))"
32352,546,22,"(546, 0.28, array([5], dtype=int64))"
32353,546,93,"(546, 0.28, array([1], dtype=int64))"
32354,546,24,"(546, 0.28, array([5], dtype=int64))"
32355,546,150,"(546, 0.28, array([5], dtype=int64))"
32356,546,34,"(546, 0.28, array([5], dtype=int64))"
32357,546,35,"(546, 0.28, array([5], dtype=int64))"
32358,546,169,"(546, 0.28, array([5], dtype=int64))"
32359,546,100,"(546, 0.28, array([3], dtype=int64))"
32360,546,33,"(546, 0.28, array([5], dtype=int64))"
32361,546,36,"(546, 0.28, array([5], dtype=int64))"
32362,546,161,"(546, 0.28, array([5], dtype=int64))"
32363,546,44,"(546, 0.28, array([5], dtype=int64))"
32364,546,51,"(546, 0.28, array([3], dtype=int64))"
32365,546,185,"(546, 0.28, array([5], dtype=int64))"
32366,546,54,"(546, 0.28, array([3], dtype=int64))"
32367,546,57,"(546, 0.28, array([3], dtype=int64))"
32368,546,123,"(546, 0.28, array([3], dtype=int64))"
32369,546,120,"(546, 0.28, array([5], dtype=int64))"
32370,546,181,"(546, 0.28, array([5], dtype=int64))"
32371,1096,137,"(1096, 0.72, array([5], dtype=int64))"
32372,1096,139,"(1096, 0.72, array([5], dtype=int64))"
32373,1096,66,"(1096, 0.72, array([5], dtype=int64))"
32374,1096,196,"(1096, 0.72, array([5], dtype=int64))"
32375,1096,133,"(1096, 0.72, array([5], dtype=int64))"
32376,1096,192,"(1096, 0.72, array([5], dtype=int64))"
32377,1096,135,"(1096, 0.72, array([5], dtype=int64))"
32378,1096,155,"(1096, 0.72, array([5], dtype=int64))"
32379,1096,83,"(1096, 0.72, array([5], dtype=int64))"
32380,1096,144,"(1096, 0.72, array([5], dtype=int64))"
32381,1096,94,"(1096, 0.72, array([5], dtype=int64))"
32382,1096,88,"(1096, 0.72, array([5], dtype=int64))"
32383,1096,151,"(1096, 0.72, array([5], dtype=int64))"
32384,1096,175,"(1096, 0.72, array([5], dtype=int64))"
32385,1096,98,"(1096, 0.72, array([5], dtype=int64))"
32386,1096,39,"(1096, 0.72, array([5], dtype=int64))"
32387,1096,163,"(1096, 0.72, array([5], dtype=int64))"
32388,1096,162,"(1096, 0.72, array([5], dtype=int64))"
32389,1096,160,"(1096, 0.72, array([5], dtype=int64))"
32390,1096,167,"(1096, 0.72, array([5], dtype=int64))"
32391,1096,47,"(1096, 0.72, array([5], dtype=int64))"
32392,1096,164,"(1096, 0.72, array([5], dtype=int64))"
32393,1096,114,"(1096, 0.72, array([5], dtype=int64))"
32394,1096,53,"(1096, 0.72, array([5], dtype=int64))"
32395,1096,113,"(1096, 0.72, array([5], dtype=int64))"
32396,1096,189,"(1096, 0.72, array([5], dtype=int64))"
32397,1096,57,"(1096, 0.72, array([5], dtype=int64))"
32398,1096,177,"(1096, 0.72, array([5], dtype=int64))"
32399,1096,123,"(1096, 0.72, array([5], dtype=int64))"
32400,1096,60,"(1096, 0.72, array([5], dtype=int64))"
32401,5,70,"(5, 0.83, array([4], dtype=int64))"
32402,5,4,"(5, 0.83, array([4], dtype=int64))"
32403,5,140,"(5, 0.83, array([4], dtype=int64))"
32404,5,200,"(5, 0.83, array([4], dtype=int64))"
32405,5,11,"(5, 0.83, array([4], dtype=int64))"
32406,5,198,"(5, 0.83, array([4], dtype=int64))"
32407,5,192,"(5, 0.83, array([4], dtype=int64))"
32408,5,87,"(5, 0.83, array([4], dtype=int64))"
32409,5,21,"(5, 0.83, array([4], dtype=int64))"
32410,5,93,"(5, 0.83, array([4], dtype=int64))"
32411,5,145,"(5, 0.83, array([4], dtype=int64))"
32412,5,148,"(5, 0.83, array([4], dtype=int64))"
32413,5,150,"(5, 0.83, array([4], dtype=int64))"
32414,5,103,"(5, 0.83, array([4], dtype=int64))"
32415,5,35,"(5, 0.83, array([4], dtype=int64))"
32416,5,98,"(5, 0.83, array([4], dtype=int64))"
32417,5,99,"(5, 0.83, array([4], dtype=int64))"
32418,5,96,"(5, 0.83, array([4], dtype=int64))"
32419,5,37,"(5, 0.83, array([4], dtype=int64))"
32420,5,162,"(5, 0.83, array([4], dtype=int64))"
32421,5,109,"(5, 0.83, array([4], dtype=int64))"
32422,5,106,"(5, 0.83, array([4], dtype=int64))"
32423,5,51,"(5, 0.83, array([4], dtype=int64))"
32424,5,118,"(5, 0.83, array([4], dtype=int64))"
32425,5,185,"(5, 0.83, array([4], dtype=int64))"
32426,5,112,"(5, 0.83, array([4], dtype=int64))"
32427,5,58,"(5, 0.83, array([4], dtype=int64))"
32428,5,176,"(5, 0.83, array([4], dtype=int64))"
32429,5,123,"(5, 0.83, array([4], dtype=int64))"
32430,5,180,"(5, 0.83, array([4], dtype=int64))"
32431,559,71,"(559, 0.44, array([2], dtype=int64))"
32432,559,143,"(559, 0.44, array([2], dtype=int64))"
32433,559,129,"(559, 0.44, array([2], dtype=int64))"
32434,559,197,"(559, 0.44, array([2], dtype=int64))"
32435,559,8,"(559, 0.44, array([2], dtype=int64))"
32436,559,198,"(559, 0.44, array([2], dtype=int64))"
32437,559,195,"(559, 0.44, array([2], dtype=int64))"
32438,559,152,"(559, 0.44, array([2], dtype=int64))"
32439,559,87,"(559, 0.44, array([4], dtype=int64))"
32440,559,156,"(559, 0.44, array([2], dtype=int64))"
32441,559,95,"(559, 0.44, array([2], dtype=int64))"
32442,559,149,"(559, 0.44, array([2], dtype=int64))"
32443,559,150,"(559, 0.44, array([2], dtype=int64))"
32444,559,34,"(559, 0.44, array([2], dtype=int64))"
32445,559,102,"(559, 0.44, array([2], dtype=int64))"
32446,559,168,"(559, 0.44, array([5], dtype=int64))"
32447,559,98,"(559, 0.44, array([2], dtype=int64))"
32448,559,38,"(559, 0.44, array([2], dtype=int64))"
32449,559,37,"(559, 0.44, array([2], dtype=int64))"
32450,559,110,"(559, 0.44, array([2], dtype=int64))"
32451,559,42,"(559, 0.44, array([5], dtype=int64))"
32452,559,40,"(559, 0.44, array([2], dtype=int64))"
32453,559,160,"(559, 0.44, array([2], dtype=int64))"
32454,559,46,"(559, 0.44, array([2], dtype=int64))"
32455,559,50,"(559, 0.44, array([2], dtype=int64))"
32456,559,52,"(559, 0.44, array([2], dtype=int64))"
32457,559,59,"(559, 0.44, array([2], dtype=int64))"
32458,559,125,"(559, 0.44, array([2], dtype=int64))"
32459,559,56,"(559, 0.44, array([2], dtype=int64))"
32460,559,62,"(559, 0.44, array([2], dtype=int64))"
32461,12,70,"(12, 0.78, array([2], dtype=int64))"
32462,12,143,"(12, 0.78, array([2], dtype=int64))"
32463,12,7,"(12, 0.78, array([2], dtype=int64))"
32464,12,8,"(12, 0.78, array([2], dtype=int64))"
32465,12,12,"(12, 0.78, array([2], dtype=int64))"
32466,12,133,"(12, 0.78, array([2], dtype=int64))"
32467,12,156,"(12, 0.78, array([2], dtype=int64))"
32468,12,80,"(12, 0.78, array([2], dtype=int64))"
32469,12,22,"(12, 0.78, array([2], dtype=int64))"
32470,12,159,"(12, 0.78, array([2], dtype=int64))"
32471,12,25,"(12, 0.78, array([2], dtype=int64))"
32472,12,24,"(12, 0.78, array([2], dtype=int64))"
32473,12,150,"(12, 0.78, array([2], dtype=int64))"
32474,12,31,"(12, 0.78, array([2], dtype=int64))"
32475,12,170,"(12, 0.78, array([2], dtype=int64))"
32476,12,103,"(12, 0.78, array([2], dtype=int64))"
32477,12,96,"(12, 0.78, array([2], dtype=int64))"
32478,12,161,"(12, 0.78, array([2], dtype=int64))"
32479,12,40,"(12, 0.78, array([2], dtype=int64))"
32480,12,160,"(12, 0.78, array([2], dtype=int64))"
32481,12,46,"(12, 0.78, array([2], dtype=int64))"
32482,12,106,"(12, 0.78, array([2], dtype=int64))"
32483,12,47,"(12, 0.78, array([2], dtype=int64))"
32484,12,186,"(12, 0.78, array([2], dtype=int64))"
32485,12,191,"(12, 0.78, array([2], dtype=int64))"
32486,12,189,"(12, 0.78, array([2], dtype=int64))"
32487,12,179,"(12, 0.78, array([2], dtype=int64))"
32488,12,176,"(12, 0.78, array([2], dtype=int64))"
32489,12,122,"(12, 0.78, array([2], dtype=int64))"
32490,12,60,"(12, 0.78, array([2], dtype=int64))"
32491,1659,70,"(1659, 0.56, array([3], dtype=int64))"
32492,1659,4,"(1659, 0.56, array([3], dtype=int64))"
32493,1659,5,"(1659, 0.56, array([3], dtype=int64))"
32494,1659,197,"(1659, 0.56, array([4], dtype=int64))"
32495,1659,77,"(1659, 0.56, array([3], dtype=int64))"
32496,1659,199,"(1659, 0.56, array([4], dtype=int64))"
32497,1659,135,"(1659, 0.56, array([4], dtype=int64))"
32498,1659,153,"(1659, 0.56, array([4], dtype=int64))"
32499,1659,159,"(1659, 0.56, array([4], dtype=int64))"
32500,1659,24,"(1659, 0.56, array([3], dtype=int64))"
32501,1659,95,"(1659, 0.56, array([4], dtype=int64))"
32502,1659,27,"(1659, 0.56, array([4], dtype=int64))"
32503,1659,28,"(1659, 0.56, array([3], dtype=int64))"
32504,1659,34,"(1659, 0.56, array([5], dtype=int64))"
32505,1659,168,"(1659, 0.56, array([3], dtype=int64))"
32506,1659,38,"(1659, 0.56, array([4], dtype=int64))"
32507,1659,173,"(1659, 0.56, array([3], dtype=int64))"
32508,1659,172,"(1659, 0.56, array([5], dtype=int64))"
32509,1659,43,"(1659, 0.56, array([3], dtype=int64))"
32510,1659,40,"(1659, 0.56, array([3], dtype=int64))"
32511,1659,106,"(1659, 0.56, array([3], dtype=int64))"
32512,1659,44,"(1659, 0.56, array([4], dtype=int64))"
32513,1659,186,"(1659, 0.56, array([3], dtype=int64))"
32514,1659,50,"(1659, 0.56, array([3], dtype=int64))"
32515,1659,113,"(1659, 0.56, array([3], dtype=int64))"
32516,1659,52,"(1659, 0.56, array([5], dtype=int64))"
32517,1659,59,"(1659, 0.56, array([4], dtype=int64))"
32518,1659,178,"(1659, 0.56, array([4], dtype=int64))"
32519,1659,57,"(1659, 0.56, array([3], dtype=int64))"
32520,1659,56,"(1659, 0.56, array([3], dtype=int64))"
32521,566,139,"(566, 0.5, array([5], dtype=int64))"
32522,566,138,"(566, 0.5, array([3], dtype=int64))"
32523,566,130,"(566, 0.5, array([5], dtype=int64))"
32524,566,11,"(566, 0.5, array([5], dtype=int64))"
32525,566,195,"(566, 0.5, array([3], dtype=int64))"
32526,566,154,"(566, 0.5, array([5], dtype=int64))"
32527,566,21,"(566, 0.5, array([5], dtype=int64))"
32528,566,83,"(566, 0.5, array([5], dtype=int64))"
32529,566,23,"(566, 0.5, array([3], dtype=int64))"
32530,566,93,"(566, 0.5, array([5], dtype=int64))"
32531,566,26,"(566, 0.5, array([3], dtype=int64))"
32532,566,29,"(566, 0.5, array([5], dtype=int64))"
32533,566,28,"(566, 0.5, array([5], dtype=int64))"
32534,566,31,"(566, 0.5, array([3], dtype=int64))"
32535,566,90,"(566, 0.5, array([3], dtype=int64))"
32536,566,151,"(566, 0.5, array([3], dtype=int64))"
32537,566,34,"(566, 0.5, array([5], dtype=int64))"
32538,566,103,"(566, 0.5, array([5], dtype=int64))"
32539,566,175,"(566, 0.5, array([3], dtype=int64))"
32540,566,96,"(566, 0.5, array([3], dtype=int64))"
32541,566,43,"(566, 0.5, array([3], dtype=int64))"
32542,566,44,"(566, 0.5, array([5], dtype=int64))"
32543,566,119,"(566, 0.5, array([5], dtype=int64))"
32544,566,186,"(566, 0.5, array([5], dtype=int64))"
32545,566,117,"(566, 0.5, array([5], dtype=int64))"
32546,566,114,"(566, 0.5, array([5], dtype=int64))"
32547,566,58,"(566, 0.5, array([3], dtype=int64))"
32548,566,176,"(566, 0.5, array([5], dtype=int64))"
32549,566,61,"(566, 0.5, array([5], dtype=int64))"
32550,566,60,"(566, 0.5, array([5], dtype=int64))"
32551,19,68,"(19, 0.28, array([4], dtype=int64))"
32552,19,70,"(19, 0.28, array([5], dtype=int64))"
32553,19,66,"(19, 0.28, array([5], dtype=int64))"
32554,19,78,"(19, 0.28, array([5], dtype=int64))"
32555,19,10,"(19, 0.28, array([4], dtype=int64))"
32556,19,79,"(19, 0.28, array([5], dtype=int64))"
32557,19,132,"(19, 0.28, array([5], dtype=int64))"
32558,19,80,"(19, 0.28, array([5], dtype=int64))"
32559,19,82,"(19, 0.28, array([4], dtype=int64))"
32560,19,147,"(19, 0.28, array([4], dtype=int64))"
32561,19,148,"(19, 0.28, array([5], dtype=int64))"
32562,19,89,"(19, 0.28, array([5], dtype=int64))"
32563,19,28,"(19, 0.28, array([5], dtype=int64))"
32564,19,31,"(19, 0.28, array([5], dtype=int64))"
32565,19,30,"(19, 0.28, array([5], dtype=int64))"
32566,19,34,"(19, 0.28, array([5], dtype=int64))"
32567,19,175,"(19, 0.28, array([5], dtype=int64))"
32568,19,39,"(19, 0.28, array([5], dtype=int64))"
32569,19,172,"(19, 0.28, array([5], dtype=int64))"
32570,19,163,"(19, 0.28, array([5], dtype=int64))"
32571,19,111,"(19, 0.28, array([5], dtype=int64))"
32572,19,41,"(19, 0.28, array([5], dtype=int64))"
32573,19,45,"(19, 0.28, array([5], dtype=int64))"
32574,19,186,"(19, 0.28, array([5], dtype=int64))"
32575,19,184,"(19, 0.28, array([5], dtype=int64))"
32576,19,115,"(19, 0.28, array([4], dtype=int64))"
32577,19,54,"(19, 0.28, array([5], dtype=int64))"
32578,19,126,"(19, 0.28, array([5], dtype=int64))"
32579,19,57,"(19, 0.28, array([5], dtype=int64))"
32580,19,177,"(19, 0.28, array([5], dtype=int64))"
32581,564,68,"(564, 0.22, array([4], dtype=int64))"
32582,564,71,"(564, 0.22, array([4], dtype=int64))"
32583,564,138,"(564, 0.22, array([4], dtype=int64))"
32584,564,141,"(564, 0.22, array([4], dtype=int64))"
32585,564,64,"(564, 0.22, array([4], dtype=int64))"
32586,564,65,"(564, 0.22, array([4], dtype=int64))"
32587,564,143,"(564, 0.22, array([3], dtype=int64))"
32588,564,142,"(564, 0.22, array([3], dtype=int64))"
32589,564,197,"(564, 0.22, array([4], dtype=int64))"
32590,564,129,"(564, 0.22, array([3], dtype=int64))"
32591,564,8,"(564, 0.22, array([4], dtype=int64))"
32592,564,128,"(564, 0.22, array([4], dtype=int64))"
32593,564,10,"(564, 0.22, array([4], dtype=int64))"
32594,564,13,"(564, 0.22, array([4], dtype=int64))"
32595,564,75,"(564, 0.22, array([4], dtype=int64))"
32596,564,152,"(564, 0.22, array([3], dtype=int64))"
32597,564,16,"(564, 0.22, array([4], dtype=int64))"
32598,564,84,"(564, 0.22, array([4], dtype=int64))"
32599,564,153,"(564, 0.22, array([4], dtype=int64))"
32600,564,20,"(564, 0.22, array([3], dtype=int64))"
32601,564,163,"(564, 0.22, array([3], dtype=int64))"
32602,564,110,"(564, 0.22, array([4], dtype=int64))"
32603,564,41,"(564, 0.22, array([4], dtype=int64))"
32604,564,167,"(564, 0.22, array([4], dtype=int64))"
32605,564,105,"(564, 0.22, array([4], dtype=int64))"
32606,564,50,"(564, 0.22, array([3], dtype=int64))"
32607,564,118,"(564, 0.22, array([4], dtype=int64))"
32608,564,127,"(564, 0.22, array([3], dtype=int64))"
32609,564,182,"(564, 0.22, array([3], dtype=int64))"
32610,564,183,"(564, 0.22, array([4], dtype=int64))"
32611,1662,2,"(1662, 0.39, array([4], dtype=int64))"
32612,1662,138,"(1662, 0.39, array([3], dtype=int64))"
32613,1662,143,"(1662, 0.39, array([4], dtype=int64))"
32614,1662,198,"(1662, 0.39, array([3], dtype=int64))"
32615,1662,73,"(1662, 0.39, array([3], dtype=int64))"
32616,1662,195,"(1662, 0.39, array([3], dtype=int64))"
32617,1662,194,"(1662, 0.39, array([3], dtype=int64))"
32618,1662,17,"(1662, 0.39, array([4], dtype=int64))"
32619,1662,85,"(1662, 0.39, array([4], dtype=int64))"
32620,1662,19,"(1662, 0.39, array([3], dtype=int64))"
32621,1662,86,"(1662, 0.39, array([4], dtype=int64))"
32622,1662,156,"(1662, 0.39, array([3], dtype=int64))"
32623,1662,20,"(1662, 0.39, array([4], dtype=int64))"
32624,1662,83,"(1662, 0.39, array([4], dtype=int64))"
32625,1662,82,"(1662, 0.39, array([3], dtype=int64))"
32626,1662,149,"(1662, 0.39, array([4], dtype=int64))"
32627,1662,28,"(1662, 0.39, array([3], dtype=int64))"
32628,1662,150,"(1662, 0.39, array([4], dtype=int64))"
32629,1662,38,"(1662, 0.39, array([4], dtype=int64))"
32630,1662,99,"(1662, 0.39, array([4], dtype=int64))"
32631,1662,36,"(1662, 0.39, array([3], dtype=int64))"
32632,1662,172,"(1662, 0.39, array([4], dtype=int64))"
32633,1662,111,"(1662, 0.39, array([3], dtype=int64))"
32634,1662,115,"(1662, 0.39, array([3], dtype=int64))"
32635,1662,114,"(1662, 0.39, array([3], dtype=int64))"
32636,1662,53,"(1662, 0.39, array([3], dtype=int64))"
32637,1662,58,"(1662, 0.39, array([3], dtype=int64))"
32638,1662,57,"(1662, 0.39, array([3], dtype=int64))"
32639,1662,183,"(1662, 0.39, array([3], dtype=int64))"
32640,1662,120,"(1662, 0.39, array([4], dtype=int64))"
32641,1112,69,"(1112, 0.22, array([2], dtype=int64))"
32642,1112,66,"(1112, 0.22, array([2], dtype=int64))"
32643,1112,128,"(1112, 0.22, array([2], dtype=int64))"
32644,1112,9,"(1112, 0.22, array([1], dtype=int64))"
32645,1112,131,"(1112, 0.22, array([1], dtype=int64))"
32646,1112,78,"(1112, 0.22, array([1], dtype=int64))"
32647,1112,198,"(1112, 0.22, array([1], dtype=int64))"
32648,1112,84,"(1112, 0.22, array([1], dtype=int64))"
32649,1112,154,"(1112, 0.22, array([2], dtype=int64))"
32650,1112,22,"(1112, 0.22, array([1], dtype=int64))"
32651,1112,92,"(1112, 0.22, array([2], dtype=int64))"
32652,1112,145,"(1112, 0.22, array([2], dtype=int64))"
32653,1112,94,"(1112, 0.22, array([2], dtype=int64))"
32654,1112,33,"(1112, 0.22, array([1], dtype=int64))"
32655,1112,172,"(1112, 0.22, array([2], dtype=int64))"
32656,1112,43,"(1112, 0.22, array([1], dtype=int64))"
32657,1112,162,"(1112, 0.22, array([1], dtype=int64))"
32658,1112,107,"(1112, 0.22, array([2], dtype=int64))"
32659,1112,166,"(1112, 0.22, array([1], dtype=int64))"
32660,1112,184,"(1112, 0.22, array([1], dtype=int64))"
32661,1112,114,"(1112, 0.22, array([1], dtype=int64))"
32662,1112,52,"(1112, 0.22, array([1], dtype=int64))"
32663,1112,127,"(1112, 0.22, array([1], dtype=int64))"
32664,1112,59,"(1112, 0.22, array([2], dtype=int64))"
32665,1112,178,"(1112, 0.22, array([1], dtype=int64))"
32666,1112,58,"(1112, 0.22, array([1], dtype=int64))"
32667,1112,182,"(1112, 0.22, array([2], dtype=int64))"
32668,1112,123,"(1112, 0.22, array([2], dtype=int64))"
32669,1112,122,"(1112, 0.22, array([1], dtype=int64))"
32670,1112,61,"(1112, 0.22, array([2], dtype=int64))"
32671,575,137,"(575, 0.5, array([3], dtype=int64))"
32672,575,136,"(575, 0.5, array([3], dtype=int64))"
32673,575,2,"(575, 0.5, array([3], dtype=int64))"
32674,575,139,"(575, 0.5, array([2], dtype=int64))"
32675,575,4,"(575, 0.5, array([3], dtype=int64))"
32676,575,66,"(575, 0.5, array([3], dtype=int64))"
32677,575,8,"(575, 0.5, array([3], dtype=int64))"
32678,575,12,"(575, 0.5, array([3], dtype=int64))"
32679,575,195,"(575, 0.5, array([3], dtype=int64))"
32680,575,134,"(575, 0.5, array([3], dtype=int64))"
32681,575,21,"(575, 0.5, array([3], dtype=int64))"
32682,575,158,"(575, 0.5, array([3], dtype=int64))"
32683,575,82,"(575, 0.5, array([3], dtype=int64))"
32684,575,144,"(575, 0.5, array([3], dtype=int64))"
32685,575,94,"(575, 0.5, array([3], dtype=int64))"
32686,575,89,"(575, 0.5, array([3], dtype=int64))"
32687,575,150,"(575, 0.5, array([3], dtype=int64))"
